Full Address,Latitude,Longitude,category,rating,no_of_rating,location,phone_no,type
"hitesh Cloth Center Raipur, Chhattisgarh",21.233667,81.6513649,Clothing store,4,33,"Raipur, Chhattisgarh",077149 15592,"Delivery,"
"Pantaloons (City Centre mall, Raipur) Raipur, Chhattisgarh",21.254831,81.6472563,Clothing store,4.1,212,"Raipur, Chhattisgarh",086578 73712,"In-store shopping,In-store pick-up"
"Rajgharana Ghagra House Raipur, Chhattisgarh",21.2561066,81.6504446,Bridal shop,3.6,169,"Raipur, Chhattisgarh",,
"Madurai Famous Jigarthanda LLP - Since 1977 Raipur, Chhattisgarh",21.2541086,81.6459121,Ice Cream,4.9,48,"Raipur, Chhattisgarh",090479 88767,"Dine-in,Drive-through"
"B L PLAZA 1st floor Raipur, Chhattisgarh",21.242154,81.6357582,Shopping mall,3.6,354,"Raipur, Chhattisgarh",088198 55555,
"Chattisgarh Readymade Korba, Chhattisgarh",22.3501338,82.6987042,Clothing store,3.4,41,"Korba, Chhattisgarh",,"In-store pick-up,Delivery"
"Vama Raipur, Chhattisgarh",21.2569316,81.6470116,Clothing store,3.7,111,"Raipur, Chhattisgarh",077140 50700,"Delivery,"
"The Fashion Mall Raipur, Chhattisgarh",21.255756,81.6503529,Clothing store,2.7,15,"Raipur, Chhattisgarh",098930 33076,"Delivery,"
"Moti Mahal Raipur, Chhattisgarh",21.2402079,81.6371945,Bakery and Cake Shop,3.9,1100,"Raipur, Chhattisgarh",098261 33501,
"Meena Bazaar Bilaspur, Chhattisgarh",22.0972874,82.129268,Women's clothing store,3.9,35,"Bilaspur, Chhattisgarh",099111 40709,"Delivery,"
"VANDANA KOSA SAREE Raipur, Chhattisgarh",21.2611127,81.6490967,Clothing store,4.4,17,"Raipur, Chhattisgarh",093407 65615,
"Apna Bazar Raipur, Chhattisgarh",21.2344419,81.651805,Clothing store,4,103,"Raipur, Chhattisgarh",098271 72121,"Delivery,"
"Vinay Cloth Stores Raipur, Chhattisgarh",21.2399464,81.6360447,Clothing store,4.6,84,"Raipur, Chhattisgarh",087706 25644,"In-store shopping,Kerbside pickup"
"The Vantage Store Raipur, Chhattisgarh",21.2572804,81.6451866,Picture frame shop,4.9,66,"Raipur, Chhattisgarh",,"In-store shopping,In-store pick-up"
"Shubham K. Mart Raipur, Chhattisgarh",21.2465814,81.5778332,Supermarket,3.9,985,"Raipur, Chhattisgarh",091091 99110,
"Gokul Super Bazar Raipur, Chhattisgarh",21.2441227,81.6109796,Grocery store,4.2,505,"Raipur, Chhattisgarh",077140 58984,"In-store shopping,In-store pick-up"
"Dress Collection Raipur, Chhattisgarh",21.2566158,81.6487826,Clothing store,4.4,24,"Raipur, Chhattisgarh",093006 66662,"Delivery,"
"Relation Gift Raipur, Chhattisgarh",21.251596,81.663924,Gift shop,3.5,40,"Raipur, Chhattisgarh",078987 52673,"In-store shopping,Kerbside pickup"
"Nisha Natthani Boutique Raipur, Tikrapara, Chhattisgarh",21.2278973,81.6635651,Boutique,4.8,358,"Raipur, Tikrapara, Chhattisgarh",080859 59503,"In-store shopping,In-store pick-up"
"Grocery Bazaar Raipur, Chhattisgarh",21.24136,81.6397684,Shopping mall,3.6,187,"Raipur, Chhattisgarh",,"In-store shopping,"
"Surana Sons Raipur, Chhattisgarh",21.2422839,81.6361009,Home goods store,4.3,191,"Raipur, Chhattisgarh",077125 35826,
"Naivedya Food Products Raipur, Chhattisgarh",21.2559754,81.6375586,Bakery and Cake Shop,4.2,2200,"Raipur, Chhattisgarh",077125 32500,
"Gupta Dukan Raipur, Chhattisgarh",21.2403481,81.6353699,Religious goods store,4.5,65,"Raipur, Chhattisgarh",097526 20772,"In-store shopping,Delivery"
"Bharat Kirana Store Ganpati Nagar Raipur, Chhattisgarh",21.2222051,81.6037192,General store,3.8,132,"Raipur, Chhattisgarh",,
"DMart Raipur, Chhattisgarh",21.236719,81.6856072,Hypermarket,4.2,9300,"Raipur, Chhattisgarh",022 3340 0500,"In-store shopping,Delivery"
"Sanjay Market Jagdalpur, Chhattisgarh",19.0877774,82.0197821,Market,3.8,4100,"Jagdalpur, Chhattisgarh",,"In-store shopping,"
"Home Essentials Superbazar Raipur, Chhattisgarh",21.2578252,81.5828117,Grocery store,4.3,70,"Raipur, Chhattisgarh",,
"Agrawal's Mithai Wala Raipur, Chhattisgarh",21.2163583,81.6418231,Indian sweets shop,3.9,359,"Raipur, Chhattisgarh",,
"Shree hari Kripa Maa Laxmi Sweets Tarpongi Rabri wale Raipur, Chhattisgarh",21.4996308,81.6971915,Indian,3.8,985,"Raipur, Chhattisgarh",,
"Motilal Vijay Kumar Raipur, Chhattisgarh",21.254599,81.647792,Clothing store,3.3,131,"Raipur, Chhattisgarh",098261 61313,"Delivery,"
"Vishal Mega Mart Raipur, Chhattisgarh",21.2403774,81.6250728,Clothing store,3.6,2400,"Raipur, Chhattisgarh",093545 75156,"In-store shopping,Delivery"
"Vishal Mega Mart Raipur, Chhattisgarh",21.2403774,81.6250728,Hypermarket,3.6,2600,"Raipur, Chhattisgarh",093545 75154,"In-store shopping,Delivery"
"Ras Sagar Nehru Nagar, Chhattisgarh",21.2044508,81.3230176,Sweet shop,3.7,148,"Nehru Nagar, Chhattisgarh",,"Delivery,"
"Max Raipur, Chhattisgarh",21.2763812,81.687683,Shopping mall,4,210,"Raipur, Chhattisgarh",070243 55355,
"Brij Tailors Raipur, Chhattisgarh",21.2401263,81.6372136,Men's clothing store,4,1000,"Raipur, Chhattisgarh",090391 58005,
"Agra Petha Bhandar Raipur, Chhattisgarh",21.2393781,81.6339078,Sweet shop,4,30,"Raipur, Chhattisgarh",097701 76180,"In-store shopping,"
"Shubham K Mart Raipur, Chhattisgarh",21.2465814,81.5778332,Grocery store,4.1,180,"Raipur, Chhattisgarh",091091 99110,"Delivery,"
"Peter England Showroom Bilaspur, Chhattisgarh",22.04185,82.08559,Clothing store,3.8,12,"Bilaspur, Chhattisgarh",077522 28140,"In-store shopping,Delivery"
"Rangoli Bangles & jewellery Durg Durg, Chhattisgarh",21.1888108,81.2788686,Jewelry store,3.9,186,"Durg, Chhattisgarh",083199 47392,"In-store shopping,Delivery"
"Taparia Ka Fataka Dukan Raipur, Chhattisgarh",21.249997,81.628266,Fireworks store,3.5,64,"Raipur, Chhattisgarh",077122 92208,
"Laxmi Provision Stores Raipur, Chhattisgarh",21.228589,81.652546,General store,4.5,62,"Raipur, Chhattisgarh",077124 25365,"Delivery,"
"Ramji Halwai Raipur, Chhattisgarh",21.2478417,81.6306608,Indian sweets shop,4.4,781,"Raipur, Chhattisgarh",077122 92207,
"New Jalaram Sweets And Snacks Bhilai, Chhattisgarh",21.2064663,81.4266897,Dessert shop,4,884,"Bhilai, Chhattisgarh",073540 35000,"In-store pick-up,Delivery"
"Poonam Sweets Raipur, Chhattisgarh",21.24372,81.6352878,Sweet shop,4.4,111,"Raipur, Chhattisgarh",078058 04776,
"MILLENNIUM PLAZA Raipur, Chhattisgarh",21.2442257,81.6386101,Shopping mall,4.1,462,"Raipur, Chhattisgarh",,
"Goswami General Stores Raipur, Chhattisgarh",21.233687,81.6169709,General store,4.2,26,"Raipur, Chhattisgarh",081036 63211,"Delivery,"
"M.P. Sweet House Bhilai, Chhattisgarh",21.1863515,81.3425978,Indian sweets shop,4.3,1500,"Bhilai, Chhattisgarh",0788 226 1510,"In-store pick-up,Delivery"
"Kanhaji Sweets and Restaurant Risali, Chhattisgarh",21.1665775,81.3354802,Restaurant,4,1300,"Risali, Chhattisgarh",,"Dine-in,Takeaway"
"Shree Appa Departmental stores Raipur, Chhattisgarh",21.2687316,81.6703372,Grocery store,4.2,113,"Raipur, Chhattisgarh",090398 12349,
"Vikas Vastram Ethinic Wear Raipur, Chhattisgarh",21.2337572,81.6080707,Bridal shop,4.5,20,"Raipur, Chhattisgarh",078286 05991,
"Kushabhau Thakre Commercial Complex Raipur, Chhattisgarh",21.2665203,81.5949306,Shopping mall,3.5,57,"Raipur, Chhattisgarh",,
"Kulfi House - Best Kulfi | Best Ice Cream Raipur, Chhattisgarh",21.2374805,81.6477252,Dessert shop,3.9,100,"Raipur, Chhattisgarh",099629 20400,"Delivery,"
"Sumeet Jewellers Raipur, Chhattisgarh",21.238679,81.6368197,Jewelry store,4,463,"Raipur, Chhattisgarh",077140 99319,"Delivery,"
"Pragatii Wholesale Ladies Wear Raipur, Chhattisgarh",21.2558639,81.6482506,Women's clothing store,3.9,8,"Raipur, Chhattisgarh",093294 42023,"Delivery,"
"Lalganga Currency Tower Raipur, Chhattisgarh",21.2384052,81.6791426,Shopping mall,4.4,1200,"Raipur, Chhattisgarh",075664 19000,"On-site services,"
"Sargam musical stores Durg, Chhattisgarh",21.1950263,81.2837892,Musical instrument store,4.2,641,"Durg, Chhattisgarh",098266 60688,"In-store shopping,Delivery"
"Bakwaas Sweets Raipur, Chhattisgarh",21.2513844,81.6296413,Sweet shop,3.9,320,"Raipur, Chhattisgarh",077140 99800,"Delivery,"
"Suman Fancy General & Gift Shop Raipur, Chhattisgarh",21.259158,81.6530959,Novelty store,4.6,5,"Raipur, Chhattisgarh",098274 66422,"In-store shopping,"
"Chhattisgarh Readymade and Cloth Centre Rajim, Chhattisgarh",20.9682303,81.8676349,Clothing store,4,9,"Rajim, Chhattisgarh",098265 05565,
"Indian Coffee House Raipur, Chhattisgarh",21.2513844,81.6296413,Coffee shop,4.1,1500,"Raipur, Chhattisgarh",076975 72904,
"Bhanji Bhai Raipur, Chhattisgarh",21.2406431,81.6362928,Sweet shop,4.1,226,"Raipur, Chhattisgarh",077140 74064,"Delivery,"
"Bhanji Bhai Raipur, Chhattisgarh",21.2406431,81.6362928,Sweet shop,4.1,226,"Raipur, Chhattisgarh",077140 74064,"Delivery,"
"Easy Bazaar Supermarket Raipur, Chhattisgarh",21.2511575,81.6636876,Grocery store,4,466,"Raipur, Chhattisgarh",077149 12020,"In-store pick-up,Delivery"
"Amar Super Market Daldal Seoni, Chhattisgarh",21.2758154,81.693888,Grocery store,4.3,161,"Daldal Seoni, Chhattisgarh",,
"Matri Misthan Bhandar Mana, Chhattisgarh",21.1943113,81.7158327,Indian sweets shop,3.7,105,"Mana, Chhattisgarh",,
"English Wine shop Raipur, Chhattisgarh",21.2512148,81.6469044,Wine store,3.6,418,"Raipur, Chhattisgarh",,"Delivery,"
"Krishna Sweets Raipur, Chhattisgarh",21.2588407,81.6598753,Sweet shop,4,41,"Raipur, Chhattisgarh",1800 102 2343,"Delivery,"
"City Centre Mall Bhatapara, Chhattisgarh",21.7401245,81.9346287,Shopping mall,3.8,1700,"Bhatapara, Chhattisgarh",093001 27666,"On-site services,"
"Natural Ice Cream Raipur, Chhattisgarh",21.2465068,81.6239552,Ice Cream,4.5,2700,"Raipur, Chhattisgarh",077459 50777,
"Laxmi Plaza shopping complex Raipur, Chhattisgarh",21.2359952,81.6382917,Shopping mall,4,7,"Raipur, Chhattisgarh",,
"Bhanji Bhai Raipur, Chhattisgarh",21.2406431,81.6362928,Sweet shop,4.7,47,"Raipur, Chhattisgarh",079877 73763,
"Dhirubhai Dhamtari Moong Bada Raipur, Chhattisgarh",21.2407803,81.6212166,Restaurant supply store,3.9,77,"Raipur, Chhattisgarh",093038 34204,"Delivery,"
"Shah Book Depot Raipur, Chhattisgarh",21.2383751,81.6319543,Book store,3.9,1500,"Raipur, Chhattisgarh",094255 25675,"Delivery,"
"Shubham K Mart Raipur, Chhattisgarh",21.2465814,81.5778332,Grocery store,4.1,573,"Raipur, Chhattisgarh",091091 99110,"In-store shopping,In-store pick-up"
"Shahji Sweets Raipur, Chhattisgarh",21.2524541,81.6638859,Sweet shop,4.1,420,"Raipur, Chhattisgarh",077149 01661,"Delivery,"
"STYLE ENGRAVERS Raipur, Chhattisgarh",21.2572133,81.6364057,Gift shop,3.5,19,"Raipur, Chhattisgarh",095750 08000,"In-store shopping,In-store pick-up"
"Saraswati Book Depot Raipur, Chhattisgarh",21.2408109,81.6371647,Book store,4,1800,"Raipur, Chhattisgarh",098121 43005,"Delivery,"
"Bikaner Sweets Bhilai, Chhattisgarh",21.2065963,81.3516822,Sweet shop,4,354,"Bhilai, Chhattisgarh",093003 03127,
"Lub dub Raipur, Chhattisgarh",21.2552013,81.6516833,Baby clothing store,3.9,34,"Raipur, Chhattisgarh",082239 45555,"In-store shopping,Delivery"
"Gujarat sweets Mandir Hasaud, Chhattisgarh",21.229352,81.7707308,Sweet shop,3.9,202,"Mandir Hasaud, Chhattisgarh",,"In-store shopping,Delivery"
"Indra Hardware Store Tilda, Chhattisgarh",21.5535244,81.8027931,Hardware store,3.6,41,"Tilda, Chhattisgarh",081097 74668,"In-store shopping,Delivery"
"Mahavir Sweet & Namkeen Raipur, Chhattisgarh",21.214474,81.6236689,Sweet shop,3.9,473,"Raipur, Chhattisgarh",093298 07008,
"Kesariya's Sweets & Restaurant Raipur, Chhattisgarh",21.2478905,81.6607872,Sweet shop,3.9,14,"Raipur, Chhattisgarh",,"Delivery,"
"Goswami provison store and ice cream center Mahasamund, Chhattisgarh",21.0967989,82.0775167,General store,4.8,10,"Mahasamund, Chhattisgarh",083194 62438,
"SHRI UPADHYAY FURNITURE Raipur, Chhattisgarh",21.2038659,81.678366,Furniture store,4.1,32,"Raipur, Chhattisgarh",093023 33022,
"Jagdamba Sweets & Resturant Bhilai, Chhattisgarh",21.2093443,81.3755813,Sweet shop,3.9,136,"Bhilai, Chhattisgarh",093600 99881,"Dine-in,Takeaway"
"Pooja Gift & General Raipur, Chhattisgarh",21.2703847,81.5936415,Gift shop,4.5,12,"Raipur, Chhattisgarh",098263 74121,
"Fashion addaz Raipur, Chhattisgarh",21.2344893,81.6512374,Clothing store,3.3,21,"Raipur, Chhattisgarh",088825 12968,"In-store shopping,"
"DEVNANI'S GROCERY ADDA Saddu, Chhattisgarh",21.2761466,81.693534,Grocery store,3.8,276,"Saddu, Chhattisgarh",088398 07020,"In-store shopping,Delivery"
"I Heart Raipur, Chhattisgarh",21.2596791,81.5744852,Women's clothing store,4.9,7,"Raipur, Chhattisgarh",099267 08939,"In-store shopping,In-store pick-up"
"Monginis Raipur, Chhattisgarh",21.2334055,81.6077063,Cake shop,3.7,93,"Raipur, Chhattisgarh",,
"Bhansali Retails (House Of Uniforms) Raipur, Chhattisgarh",21.2556392,81.6468136,Clothing store,3.8,33,"Raipur, Chhattisgarh",077142 68761,"In-store shopping,Delivery"
"Priya Dresses Raipur, Chhattisgarh",21.2405252,81.6365448,Clothing store,3.1,102,"Raipur, Chhattisgarh",097520 78888,"Delivery,"
"Cubelelo - India's Largest Puzzle Store Raipur, Chhattisgarh",21.2305336,81.6083856,Toy store,4.4,470,"Raipur, Chhattisgarh",080805 73573,
"Navrang boutique Raipur, Chhattisgarh",21.2338761,81.6517372,Women's clothing store,5,1,"Raipur, Chhattisgarh",,
"Taprii the chakafè Raipur, Chhattisgarh",21.2410635,81.6607494,Restaurant,4.4,1100,"Raipur, Chhattisgarh",099933 55660,"Dine-in,Drive-through"
"Parag Tailors Raipur, Chhattisgarh",21.2541209,81.6498953,Tailor,4,176,"Raipur, Chhattisgarh",077140 62319,
"Kangan Raipur, Chhattisgarh",21.2549977,81.6461013,General store,3.9,8,"Raipur, Chhattisgarh",,"In-store shopping,Delivery"
"Vikas Tailor in Raipur Raipur, Chhattisgarh",21.2568628,81.6490225,Clothing store,4.6,70,"Raipur, Chhattisgarh",074704 52510,
"AISHWARYA ASTROLOGY SOLUTIONS Raipur, Chhattisgarh",21.247918,81.6590344,Astrologer,4.9,527,"Raipur, Chhattisgarh",083199 42432,
"Bhagat Sweet House Raipur, Chhattisgarh",21.2442127,81.637458,Sweet shop,3.5,37,"Raipur, Chhattisgarh",077140 47144,"Delivery,"
"The Corner Bookstore Raipur, Chhattisgarh",21.251631,81.663935,Book store,4.3,188,"Raipur, Chhattisgarh",079098 21931,
"ONLY Raipur, Chhattisgarh",21.2329892,81.6582994,Clothing store,4.2,6,"Raipur, Chhattisgarh",077140 22494,"In-store shopping,In-store pick-up"
"Bharat Khadi Bhandar Raipur, Chhattisgarh",21.2393125,81.6268125,Clothing store,4.3,12,"Raipur, Chhattisgarh",093299 99952,"In-store shopping,Delivery"
"Ramkrishna Bakery 77 Raipur, Chhattisgarh",21.2568912,81.6312103,Bakery and Cake Shop,4.5,301,"Raipur, Chhattisgarh",078982 33877,
"More Over Coffee (MOC) Raipur, Chhattisgarh",21.2377351,81.646423,Cafe,4,774,"Raipur, Chhattisgarh",077372 83668,
"The Mad Bakers Raipur, Chhattisgarh",21.2464876,81.6170424,Bakery and Cake Shop,4.1,570,"Raipur, Chhattisgarh",074402 05555,"In-store pick-up,Delivery"
"Janta Sweets & Restaurant Raipur, Chhattisgarh",21.2396889,81.664304,Sweet shop,3.5,115,"Raipur, Chhattisgarh",093000 04070,"Delivery,"
"Munchy Den the Vegy Delight Raipur, Chhattisgarh",21.245549,81.639982,Ice Cream,3.8,280,"Raipur, Chhattisgarh",,"Dine-in,Drive-through"
"New Punjab Fab Raipur, Chhattisgarh",21.2397056,81.6285749,Men's clothing store,3.9,63,"Raipur, Chhattisgarh",094252 07907,
"Sahu Book Depot And Online Centre Atal Nagar-Nava Raipur, Chhattisgarh",21.1370278,81.7868006,Book store,3.7,10,"Atal Nagar-Nava Raipur, Chhattisgarh",,
"Panjwani Stationery & TOYZONE Raipur, Chhattisgarh",21.2334477,81.6511971,Toy store,3.9,8,"Raipur, Chhattisgarh",098271 95238,"In-store shopping,"
"Atali Bake House & Cafe Raipur, Chhattisgarh",21.2365614,81.6490443,Bakery and Cake Shop,4,219,"Raipur, Chhattisgarh",078982 79470,
"Sulabh Doodh Bhandar Raipur, Chhattisgarh",21.2463187,81.6200357,Dairy store,3.8,144,"Raipur, Chhattisgarh",098261 67935,
"KULFI GHAR Raipur, Chhattisgarh",21.2481744,81.668557,Ice Cream,4.6,20,"Raipur, Chhattisgarh",,
"Sindh cycle stores (Since 1954) Raipur, Chhattisgarh",21.243695,81.6339547,Bicycle Shop,4.3,66,"Raipur, Chhattisgarh",077122 27589,"In-store shopping,In-store pick-up"
"Indian Coffee House Raipur, Chhattisgarh",21.2513844,81.6296413,South Indian,4.3,6300,"Raipur, Chhattisgarh",075875 27258,
"MUSK - Restaurant & Bakery Raipur, Chhattisgarh",21.2596859,81.5817029,Restaurant,4.5,595,"Raipur, Chhattisgarh",080853 74213,
"VENKATESH CAR ACCESSORIES Raipur, Chhattisgarh",21.2447428,81.6346932,Auto Accessories Store,4.1,404,"Raipur, Chhattisgarh",077140 68500,"In-store shopping,Delivery"
"Jain Book Depot Raipur, Chhattisgarh",21.2384431,81.6316298,Book store,3.9,165,"Raipur, Chhattisgarh",094252 05244,"In-store shopping,Delivery"
"Bharat Silk House Raipur, Chhattisgarh",21.2408131,81.6395549,Clothing store,4.6,7,"Raipur, Chhattisgarh",092004 11432,"Delivery,"
"Bharat Silk House Raipur, Chhattisgarh",21.2408131,81.6395549,Clothing store,4.6,7,"Raipur, Chhattisgarh",092004 11432,"Delivery,"
"She Shop Raipur, Chhattisgarh",21.2522551,81.6616665,Women's clothing store,4,2,"Raipur, Chhattisgarh",093290 25698,"In-store shopping,Delivery"
"Kapda Dukan Raipur, Chhattisgarh",21.2195029,81.6398112,Clothing store,3.2,6,"Raipur, Chhattisgarh",,"In-store shopping,"
"Awasthi Chat Center Bhilai, Chhattisgarh",21.1939574,81.3627387,Panipuri shop,4.3,459,"Bhilai, Chhattisgarh",,"Dine-in,Drive-through"
"Gupta Sons Sampurn Pariwarik Readymade Store Gol Bazar, Chhattisgarh",22.0852029,82.1559971,Clothing store,1.7,3,"Gol Bazar, Chhattisgarh",077524 02452,
"New Shop Raipur, Chhattisgarh",21.2395618,81.5949678,Convenience store,2.3,10,"Raipur, Chhattisgarh",,"Delivery,"
"NV Shoppe Raipur, Chhattisgarh",21.23762,81.6371379,Indian grocery store,4.5,2,"Raipur, Chhattisgarh",070005 45704,"In-store shopping,In-store pick-up"
"Jain Mobile Raipur, Chhattisgarh",21.2444953,81.6395427,Cell phone store,2.9,55,"Raipur, Chhattisgarh",097555 54493,
"SAHU KIRANA STORE CHANGORA BHATA RAIPUR CHHATTISHAGAR INDIA Raipur, Chhattisgarh",21.2212224,81.6097331,Store,3.3,71,"Raipur, Chhattisgarh",096910 88923,
"Ice-cream Point Raipur, Chhattisgarh",21.2250969,81.6506156,Ice Cream,4.3,129,"Raipur, Chhattisgarh",093403 84683,
"Top shop Nawapara, Chhattisgarh",20.9677016,81.8565896,Cell phone store,5,1,"Nawapara, Chhattisgarh",,"In-store shopping,Delivery"
"Hero Cycles Authorised Dealer - Moudhapara, Raipur Raipur, Chhattisgarh",21.2458594,81.6335976,Bicycle Shop,3.9,39,"Raipur, Chhattisgarh",08071 326 129,
"Vikas Tailor And Fashion Club Raipur Raipur, Chhattisgarh",21.2440747,81.611062,Clothing store,5,31,"Raipur, Chhattisgarh",095755 07231,
"Haldiram's Raipur, Chhattisgarh",21.2513844,81.6296413,Family-friendly,4.1,65,"Raipur, Chhattisgarh",070300 00146,
"Hilers Raipur, Chhattisgarh",21.250347,81.6173834,Restaurant,4.5,1400,"Raipur, Chhattisgarh",074208 74208,"Dine-in,Takeaway"
"Ladies & Child Care Raipur, Chhattisgarh",21.2388167,81.6304288,Cosmetics store,3.2,5,"Raipur, Chhattisgarh",098268 50772,
"Stylish Collection Raipur, Chhattisgarh",21.2393286,81.6633597,Men's clothing store,3.8,4,"Raipur, Chhattisgarh",093021 31820,"In-store shopping,Delivery"
"The Music Cafe Raipur, Chhattisgarh",21.2754243,81.6875758,Restaurant,4.1,1600,"Raipur, Chhattisgarh",091054 76000,"Dine-in,Drive-through"
"Cafe Junoon Raipur, Chhattisgarh",21.2216953,81.6617595,Cafe,4.3,2300,"Raipur, Chhattisgarh",099819 35395,"Dine-in,Drive-through"
"Popular Paints & Chemicals | Paints Manufacturer in Raipur Tendua-1, Chhattisgarh",21.2963696,81.5801577,Paint Manufacturer,4.6,106,"Tendua-1, Chhattisgarh",072229 44448,
"Gupta kapda dukan Raipur, Chhattisgarh",21.2409908,81.6729379,Clothing store,,,"Raipur, Chhattisgarh",096176 43902,
"Nukkad Tea Cafe Raipur, Chhattisgarh",21.2464864,81.623239,Cafe,4.4,2400,"Raipur, Chhattisgarh",078285 81841,
"Crazy Ink Tattoo & body Piercing Raipur, Chhattisgarh",21.2588358,81.659871,Tattoo and piercing shop,4.8,2400,"Raipur, Chhattisgarh",078282 51881,"On-site services,"
"Madhuri Medical Stores Raipur, Chhattisgarh",21.2255561,81.5949797,Pharmacy,4.4,14,"Raipur, Chhattisgarh",093024 10963,"Delivery,"
"Semiconductor World Bhilai, Chhattisgarh",21.2062726,81.3509562,Electronics store,4,260,"Bhilai, Chhattisgarh",098930 81299,"In-store shopping,In-store pick-up"
"Rajasthani Bangles Raipur, Chhattisgarh",21.246194,81.6216709,Jeweler,4,8,"Raipur, Chhattisgarh",080852 75959,
"Vinod Tailor Aiims Apron Raipur, Chhattisgarh",21.2379842,81.6372501,Tailor,3.8,57,"Raipur, Chhattisgarh",077122 29385,
"cotton REPUBLIC Raipur, Chhattisgarh",21.2554829,81.6489359,Clothing store,4,5,"Raipur, Chhattisgarh",093038 07007,
"Kikki's Cafe Raipur, Chhattisgarh",21.2411499,81.620004,Cafe,3.9,1300,"Raipur, Chhattisgarh",077122 28425,"Dine-in,Drive-through"
"Salasar Balaji Sales Raipur, Chhattisgarh",21.2536144,81.6309229,Welding supply store,4.8,6,"Raipur, Chhattisgarh",094062 50423,"In-store shopping,Delivery"
"Nothing Before Coffee (NBC) Raipur, Chhattisgarh",21.2340044,81.6550702,Coffee shop,4.7,905,"Raipur, Chhattisgarh",,"Dine-in,Drive-through"
"Navrang dairy Bhilai, Chhattisgarh",21.2102544,81.3760246,Dairy store,3.6,15,"Bhilai, Chhattisgarh",093015 64684,"Dine-in,Drive-through"
